ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,activity
-8.818,-0.587,-4.353,-8.772,-0.565,-4.349,-0.046,-0.022,-0.004,-0.003,-0.001,-0.001,1581832,2021-05-18 10:47:57:465,Sitting
-8.806,-0.567,-4.377,-8.771,-0.565,-4.35,-0.028,-0.017,-0.034,0.001,0.005,0.001,1582332,2021-05-18 10:47:57:965,Sitting
-8.808,-0.56,-4.379,-8.77,-0.562,-4.353,-0.048,-0.001,-0.009,-0.004,-0.002,0.007,1582832,2021-05-18 10:47:58:465,Sitting
-8.815,-0.563,-4.353,-8.77,-0.562,-4.352,-0.014,0.011,-0.017,-0.002,0.001,-0.001,1583333,2021-05-18 10:47:58:966,Sitting
-8.799,-0.553,-4.372,-8.77,-0.563,-4.353,-0.029,0.01,-0.019,-0.001,0.001,0.001,1583833,2021-05-18 10:47:59:466,Sitting
-8.83,-0.558,-4.362,-8.771,-0.562,-4.351,-0.059,0.005,-0.012,-0.012,-0.005,-0.006,1584407,2021-05-18 10:48:00:040,Sitting
-8.83,-0.558,-4.362,-8.771,-0.562,-4.351,-0.059,0.005,-0.012,-0.012,-0.005,-0.006,1584408,2021-05-18 10:48:00:041,Sitting
-8.83,-0.558,-4.362,-8.771,-0.562,-4.351,-0.059,0.005,-0.012,-0.012,-0.005,-0.006,1584409,2021-05-18 10:48:00:042,Sitting
-8.83,-0.558,-4.362,-8.771,-0.562,-4.351,-0.059,0.005,-0.012,-0.012,-0.005,-0.006,1584410,2021-05-18 10:48:00:043,Sitting
-8.83,-0.558,-4.362,-8.771,-0.562,-4.351,-0.059,0.005,-0.012,-0.012,-0.005,-0.006,1584411,2021-05-18 10:48:00:044,Sitting
-8.83,-0.558,-4.362,-8.771,-0.562,-4.351,-0.059,0.005,-0.012,-0.012,-0.005,-0.006,1584412,2021-05-18 10:48:00:045,Sitting
-8.808,-0.572,-4.367,-8.771,-0.562,-4.35,-0.037,-0.011,-0.017,-0.009,0.001,-0.001,1584412,2021-05-18 10:48:00:045,Sitting
-8.808,-0.572,-4.367,-8.771,-0.562,-4.35,-0.037,-0.011,-0.017,-0.009,0.001,-0.001,1584413,2021-05-18 10:48:00:046,Sitting
-8.808,-0.572,-4.367,-8.771,-0.562,-4.35,-0.037,-0.011,-0.017,-0.009,0.001,-0.001,1584414,2021-05-18 10:48:00:047,Sitting
-8.799,-0.565,-4.365,-8.771,-0.562,-4.35,-0.027,-0.003,-0.015,0,0.004,-0.002,1584551,2021-05-18 10:48:00:184,Sitting
-8.859,-0.584,-4.3,-8.783,-0.57,-4.324,-0.079,-0.04,0.011,0.004,-0.007,-0.002,1585050,2021-05-18 10:48:00:683,Sitting
-8.854,-0.532,-4.286,-8.791,-0.568,-4.308,-0.052,0.059,0.03,0.009,0.014,-0.005,1585550,2021-05-18 10:48:01:183,Sitting
-8.799,-0.491,-4.343,-8.793,-0.569,-4.306,-0.006,0.078,-0.038,-0.008,-0.002,-0.002,1586050,2021-05-18 10:48:01:683,Sitting
-8.799,-0.491,-4.343,-8.793,-0.569,-4.306,-0.006,0.078,-0.038,-0.008,-0.002,-0.002,1586051,2021-05-18 10:48:01:684,Sitting
-8.799,-0.491,-4.343,-8.793,-0.569,-4.306,-0.006,0.078,-0.038,-0.008,-0.002,-0.002,1586052,2021-05-18 10:48:01:685,Sitting
-8.799,-0.491,-4.343,-8.793,-0.569,-4.306,-0.006,0.078,-0.038,-0.008,-0.002,-0.002,1586053,2021-05-18 10:48:01:686,Sitting
-8.799,-0.491,-4.343,-8.793,-0.569,-4.306,-0.006,0.078,-0.038,-0.008,-0.002,-0.002,1586054,2021-05-18 10:48:01:687,Sitting
-8.799,-0.491,-4.343,-8.793,-0.569,-4.306,-0.006,0.078,-0.038,-0.008,-0.002,-0.002,1586055,2021-05-18 10:48:01:688,Sitting
-8.799,-0.491,-4.343,-8.793,-0.569,-4.306,-0.006,0.078,-0.038,-0.008,-0.002,-0.002,1586056,2021-05-18 10:48:01:689,Sitting
-8.799,-0.491,-4.343,-8.793,-0.569,-4.306,-0.006,0.078,-0.038,-0.008,-0.002,-0.002,1586057,2021-05-18 10:48:01:690,Sitting
-8.799,-0.491,-4.343,-8.793,-0.569,-4.306,-0.006,0.078,-0.038,-0.008,-0.002,-0.002,1586058,2021-05-18 10:48:01:691,Sitting
-8.799,-0.491,-4.343,-8.793,-0.569,-4.306,-0.006,0.078,-0.038,-0.008,-0.002,-0.002,1586059,2021-05-18 10:48:01:692,Sitting
-8.799,-0.491,-4.343,-8.793,-0.569,-4.306,-0.006,0.078,-0.038,-0.008,-0.002,-0.002,1586060,2021-05-18 10:48:01:693,Sitting
-8.799,-0.491,-4.343,-8.793,-0.569,-4.306,-0.006,0.078,-0.038,-0.008,-0.002,-0.002,1586061,2021-05-18 10:48:01:694,Sitting
-8.799,-0.491,-4.343,-8.793,-0.569,-4.306,-0.006,0.078,-0.038,-0.008,-0.002,-0.002,1586062,2021-05-18 10:48:01:695,Sitting
-8.799,-0.491,-4.343,-8.793,-0.569,-4.306,-0.006,0.078,-0.038,-0.008,-0.002,-0.002,1586063,2021-05-18 10:48:01:696,Sitting
-8.799,-0.491,-4.343,-8.793,-0.569,-4.306,-0.006,0.078,-0.038,-0.008,-0.002,-0.002,1586064,2021-05-18 10:48:01:697,Sitting
-8.82,-0.469,-4.307,-8.794,-0.558,-4.303,-0.048,0.103,-0.001,-0.001,-0.001,0.003,1586152,2021-05-18 10:48:01:785,Sitting
-8.859,-0.517,-4.295,-8.8,-0.521,-4.296,-0.056,0.023,0.02,-0.005,0.002,0.001,1586652,2021-05-18 10:48:02:285,Sitting
-8.83,-0.491,-4.281,-8.804,-0.504,-4.289,-0.026,0.014,0.009,-0.004,0.002,0.003,1587152,2021-05-18 10:48:02:785,Sitting
-8.849,-0.52,-4.302,-8.806,-0.496,-4.288,-0.017,0.024,-0.024,-0.002,-0.001,-0.003,1587652,2021-05-18 10:48:03:285,Sitting
-8.83,-0.476,-4.302,-8.806,-0.491,-4.288,-0.043,0.018,-0.012,0.002,-0.002,0.002,1588152,2021-05-18 10:48:03:785,Sitting
-8.868,-0.517,-4.281,-8.805,-0.489,-4.29,-0.027,-0.025,0.002,-0.005,0.002,-0.001,1588652,2021-05-18 10:48:04:285,Sitting
-8.801,-0.464,-4.343,-8.808,-0.488,-4.284,-0.036,0.043,-0.004,-0.004,0.006,0.004,1589152,2021-05-18 10:48:04:785,Sitting
-8.861,-0.517,-4.281,-8.81,-0.487,-4.28,-0.051,-0.03,0,0,0.001,0.002,1589652,2021-05-18 10:48:05:285,Sitting
-8.815,-0.493,-4.286,-8.813,-0.487,-4.273,-0.019,-0.011,0.016,-0.002,0.004,0.002,1590152,2021-05-18 10:48:05:785,Sitting
-8.83,-0.46,-4.252,-8.816,-0.488,-4.267,-0.019,0.003,0.028,-0.005,0.002,0.004,1590652,2021-05-18 10:48:06:285,Sitting
-8.83,-0.484,-4.257,-8.818,-0.487,-4.264,-0.024,-0.035,-0.027,0.002,-0.001,0.004,1591228,2021-05-18 10:48:06:861,Sitting
-8.83,-0.484,-4.257,-8.818,-0.487,-4.264,-0.024,-0.035,-0.027,0.002,-0.001,0.004,1591229,2021-05-18 10:48:06:862,Sitting
-8.83,-0.484,-4.257,-8.818,-0.487,-4.264,-0.024,-0.035,-0.027,0.002,-0.001,0.004,1591230,2021-05-18 10:48:06:863,Sitting
-8.83,-0.484,-4.257,-8.818,-0.487,-4.263,-0.024,-0.035,-0.01,0.004,-0.009,-0.049,1591230,2021-05-18 10:48:06:863,Sitting
-8.856,-0.51,-4.274,-8.818,-0.487,-4.263,-0.038,-0.023,-0.01,0.004,-0.009,-0.049,1591230,2021-05-18 10:48:06:863,Sitting
-8.856,-0.51,-4.274,-8.818,-0.487,-4.263,-0.038,-0.023,-0.01,0.004,-0.009,-0.049,1591231,2021-05-18 10:48:06:864,Sitting
-8.856,-0.51,-4.274,-8.818,-0.487,-4.263,-0.038,-0.023,-0.01,0.004,-0.009,-0.049,1591232,2021-05-18 10:48:06:865,Sitting
-8.856,-0.51,-4.274,-8.818,-0.487,-4.263,-0.038,-0.023,-0.01,0.004,-0.009,-0.049,1591233,2021-05-18 10:48:06:866,Sitting
-8.856,-0.51,-4.274,-8.818,-0.487,-4.263,-0.038,-0.023,-0.01,0.004,-0.009,-0.049,1591239,2021-05-18 10:48:06:872,Sitting
-8.856,-0.51,-4.274,-8.818,-0.487,-4.263,-0.038,-0.023,-0.01,0.004,-0.009,-0.049,1591241,2021-05-18 10:48:06:874,Sitting
-8.856,-0.51,-4.274,-8.818,-0.487,-4.263,-0.038,-0.023,-0.01,0.004,-0.009,-0.049,1591242,2021-05-18 10:48:06:875,Sitting
-8.856,-0.51,-4.274,-8.818,-0.487,-4.263,-0.038,-0.023,-0.01,0.004,-0.009,-0.049,1591243,2021-05-18 10:48:06:876,Sitting
-8.856,-0.51,-4.274,-8.818,-0.487,-4.263,-0.038,-0.023,-0.01,0.004,-0.009,-0.049,1591244,2021-05-18 10:48:06:877,Sitting
-8.856,-0.51,-4.274,-8.818,-0.487,-4.263,-0.038,-0.023,-0.01,0.004,-0.009,-0.049,1591245,2021-05-18 10:48:06:878,Sitting
-8.856,-0.51,-4.274,-8.818,-0.487,-4.263,-0.038,-0.023,-0.01,0.004,-0.009,-0.049,1591246,2021-05-18 10:48:06:879,Sitting
-8.856,-0.51,-4.274,-8.818,-0.487,-4.263,-0.038,-0.023,-0.01,0.004,-0.009,-0.049,1591247,2021-05-18 10:48:06:880,Sitting
-8.856,-0.51,-4.274,-8.818,-0.487,-4.263,-0.038,-0.023,-0.01,0.004,-0.009,-0.049,1591248,2021-05-18 10:48:06:881,Sitting
-8.856,-0.51,-4.274,-8.818,-0.487,-4.263,-0.038,-0.023,-0.01,0.004,-0.009,-0.049,1591249,2021-05-18 10:48:06:882,Sitting
-8.856,-0.51,-4.274,-8.818,-0.487,-4.263,-0.038,-0.023,-0.01,0.004,-0.009,-0.049,1591250,2021-05-18 10:48:06:883,Sitting
-8.856,-0.51,-4.274,-8.818,-0.487,-4.263,-0.038,-0.023,-0.01,0.004,-0.009,-0.049,1591251,2021-05-18 10:48:06:884,Sitting
-8.856,-0.51,-4.274,-8.818,-0.487,-4.263,-0.038,-0.023,-0.01,0.004,-0.009,-0.049,1591252,2021-05-18 10:48:06:885,Sitting
-8.856,-0.51,-4.274,-8.818,-0.487,-4.263,-0.038,-0.023,-0.01,0.004,-0.009,-0.049,1591253,2021-05-18 10:48:06:886,Sitting
-8.856,-0.51,-4.274,-8.818,-0.487,-4.263,-0.038,-0.023,-0.01,0.004,-0.009,-0.049,1591254,2021-05-18 10:48:06:887,Sitting
-8.856,-0.51,-4.274,-8.818,-0.487,-4.263,-0.038,-0.023,-0.01,0.004,-0.009,-0.049,1591255,2021-05-18 10:48:06:888,Sitting
-8.856,-0.51,-4.274,-8.818,-0.487,-4.263,-0.038,-0.023,-0.01,0.004,-0.009,-0.049,1591256,2021-05-18 10:48:06:889,Sitting
-8.856,-0.51,-4.274,-8.818,-0.487,-4.263,-0.038,-0.023,-0.01,0.004,-0.009,-0.049,1591257,2021-05-18 10:48:06:890,Sitting
-8.856,-0.51,-4.274,-8.818,-0.487,-4.263,-0.038,-0.023,-0.01,0.004,-0.009,-0.049,1591258,2021-05-18 10:48:06:891,Sitting
-8.856,-0.51,-4.274,-8.818,-0.487,-4.263,-0.038,-0.023,-0.01,0.004,-0.009,-0.049,1591259,2021-05-18 10:48:06:892,Sitting
