ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,activity
-1.5882,-8.9375,-1.9355,-3.9399,-8.6889,-2.2693,1.8213,-0.4463,-0.4229,-0.3935,-0.1843,0.2766,487508,2021-05-19 18:16:23:049,Cycling
0.8441,1.625,-7.0612,-2.513,-9.3037,-1.8158,0.9215,-3.7572,3.8794,-0.4482,-0.5521,-1.04,488008,2021-05-19 18:16:23:549,Cycling
17.0498,-4.7719,-1.6241,-3.6484,-7.3664,-5.3475,-9.0188,-1.0742,-10.6701,-1.1557,1.311,1.6128,488508,2021-05-19 18:16:24:049,Cycling
-0.1591,-5.5762,-5.8164,-3.3127,-6.1986,-6.8391,3.6077,0.9865,3.3426,-0.445,-0.9343,-0.744,489008,2021-05-19 18:16:24:549,Cycling
0.6311,-7.9825,-12.7352,-0.6024,-6.3067,-7.4855,-1.3022,-1.3495,-1.1667,-1.2441,0.2492,-0.8364,489508,2021-05-19 18:16:25:049,Cycling
-1.8326,1.2565,-3.7095,-1.6796,-3.1026,-9.15,0.1172,4.2884,4.161,1.1711,-0.1582,0.4682,490007,2021-05-19 18:16:25:548,Cycling
1.8018,-2.5406,-5.1123,-2.3399,-4.8131,-8.2176,3.7055,1.4055,1.0013,-0.7306,-0.4775,-0.0867,490507,2021-05-19 18:16:26:048,Cycling
1.3899,-1.9923,-11.5693,-2.7267,-0.4891,-9.4072,-0.9546,4.2778,5.1801,2.0987,0.5001,-0.1869,491007,2021-05-19 18:16:26:548,Cycling
-3.2521,-3.0721,-10.3196,-1.6576,-4.4108,-8.6004,2.22,-0.5678,-1.1826,-1.3433,-0.1596,-0.0209,491507,2021-05-19 18:16:27:048,Cycling
-1.9762,-7.4151,-9.4409,-0.535,-5.6917,-7.968,0.797,-0.7211,-3.602,2.2113,-0.1008,0.6382,492007,2021-05-19 18:16:27:548,Cycling
-0.9203,-0.6398,-3.9248,-2.1618,1.1747,-9.493,-0.0097,-2.0574,1.3816,-1.9149,0.0111,-0.221,492508,2021-05-19 18:16:28:049,Cycling
-0.2859,-9.2441,-11.7823,-1.5353,-5.7799,-7.7721,0.1328,-1.0169,-3.6364,0.7239,-0.1976,0.0909,493008,2021-05-19 18:16:28:549,Cycling
0.571,-2.787,-5.8786,-0.0041,-3.554,-9.14,-1.5038,0.028,2.5472,2.5087,1.665,-0.2764,493507,2021-05-19 18:16:29:048,Cycling
-1.8326,-1.7339,-10.9588,-1.1064,-1.3633,-9.6482,0.1472,-1.0828,-0.9142,-2.7852,-0.62,0.605,494008,2021-05-19 18:16:29:549,Cycling
-2.0097,-4.025,-15.4813,-1.1209,-5.9816,-7.6899,1.7124,-2.2781,-2.4843,1.2857,-0.6425,0.0764,494508,2021-05-19 18:16:30:049,Cycling
-3.6401,4.9792,-1.5117,-2.7336,1.5156,-9.2952,1.7014,-0.537,6.9276,-2.5113,-0.3124,-0.0179,495010,2021-05-19 18:16:30:551,Cycling
-2.9459,-5.2675,-10.4393,-3.3188,-2.5451,-8.8701,-1.2369,-1.9432,-2.7967,-1.7159,-0.7678,-0.088,495508,2021-05-19 18:16:31:049,Cycling
-5.292,-4.5661,-14.8205,-1.8876,-5.3965,-7.9677,-0.5855,-3.085,-1.8542,2.8175,-0.0444,-0.2756,496007,2021-05-19 18:16:31:548,Cycling
-1.9331,6.1762,1.8832,-2.909,1.8547,-9.1798,1.4609,-2.8339,1.6976,0.0163,0.5646,-0.6411,496508,2021-05-19 18:16:32:049,Cycling
-2.6728,-4.7839,-10.7839,-1.2864,-3.3379,-9.1309,0.4717,-2.9387,-2.9431,-2.5701,-0.0313,0.4768,497007,2021-05-19 18:16:32:548,Cycling
-0.5399,-3.8333,-9.4409,-1.1294,-5.2793,-8.1868,-0.3039,0.2947,-0.1807,2.9414,0.2078,0.6095,497507,2021-05-19 18:16:33:048,Cycling
5.5508,4.1533,0.2647,-1.5733,1.2486,-9.5987,1.5266,-3.8039,4.7752,-1.8087,-0.1012,-0.3325,498007,2021-05-19 18:16:33:548,Cycling
-0.5471,-7.8194,-8.5238,-0.2775,-5.0535,-8.3998,1.4154,-1.7407,-1.7867,-1.5137,-0.0289,0.0958,498507,2021-05-19 18:16:34:048,Cycling
0.6479,-6.1508,-14.0279,-0.2653,-5.831,-7.8803,2.9493,-3.64,-4.6782,2.396,0.3219,0.1927,499007,2021-05-19 18:16:34:548,Cycling
-0.5423,-4.8939,-6.5393,-2.1698,1.132,-9.4964,-0.1068,-5.7839,0.4636,-3.1013,-0.0425,0.3434,499508,2021-05-19 18:16:35:049,Cycling
0.4992,-8.2792,-10.159,-1.3966,-4.5976,-8.5488,-0.5124,-2.1655,0.2201,-1.9136,-0.542,-0.1063,500008,2021-05-19 18:16:35:549,Cycling
-0.0227,-14.2238,-15.5818,-0.158,-5.869,-7.855,0.5639,-7.2561,-6.2597,2.161,-0.088,1.2948,500507,2021-05-19 18:16:36:048,Cycling
-9.7307,-0.3045,0.0924,-2.2865,-2.6759,-9.1532,-4.6805,3.2286,7.2923,-2.0182,-2.14,-0.8839,501007,2021-05-19 18:16:36:548,Cycling
6.2309,2.0895,-0.5324,-3.5696,-5.2414,-7.4804,-4.7555,1.2022,5.3378,0.0041,-0.1518,-0.5293,501507,2021-05-19 18:16:37:048,Cycling
-3.5611,-1.5135,-7.9229,-2.7088,-2.6196,-9.0538,-5.5191,3.0633,0.5286,0.4439,1.0734,0.6322,502008,2021-05-19 18:16:37:549,Cycling
-4.0232,-3.6514,-6.6948,-3.777,-3.1976,-8.4664,-0.5419,0.656,2.4236,0.8589,0.1823,-0.5814,502507,2021-05-19 18:16:38:048,Cycling
-5.2059,-1.5541,-10.025,-3.4295,-0.861,-9.147,-1.3115,-1.027,0.7331,-0.8185,-0.1242,-0.3977,503008,2021-05-19 18:16:38:549,Cycling
-1.9116,4.7518,-0.9754,-3.7819,1.3357,-8.9489,1.1805,-0.83,1.7306,-0.9268,-0.299,-0.1651,503516,2021-05-19 18:16:39:057,Cycling
-5.5074,-6.8692,-8.9309,-1.8911,-4.5993,-8.4523,-3.6664,-1.6783,-2.1969,-1.1576,-0.3489,-1.0001,504007,2021-05-19 18:16:39:548,Cycling
1.0211,-3.4002,-1.3298,-3.5546,-4.506,-7.9518,3.633,2.0696,3.7194,0.2311,-0.0147,-0.7585,504508,2021-05-19 18:16:40:049,Cycling
-3.8988,1.1967,-6.5201,-1.647,-0.3602,-9.6606,-0.0963,2.5818,0.3698,-0.9149,0.7759,1.0387,505008,2021-05-19 18:16:40:549,Cycling
3.6212,-0.3978,-7.0158,-0.9441,-2.9089,-9.3176,2.267,3.0794,4.2146,3.2068,0.199,-0.3847,505507,2021-05-19 18:16:41:048,Cycling
-0.7026,-0.2327,-13.8891,-2.8258,0.1219,-9.3899,1.3187,-1.2761,-1.3829,-3.004,-0.1913,0.5824,506007,2021-05-19 18:16:41:548,Cycling
-2.4311,-10.4626,-12.996,-2.4493,-3.275,-8.9133,0.0621,3.2888,0.9099,0.6841,-0.1807,-0.2379,506508,2021-05-19 18:16:42:049,Cycling
-2.668,3.4711,0.2121,-2.2135,0.3376,-9.5476,-0.5841,2.7506,8.5721,1.858,0.9714,-0.834,507008,2021-05-19 18:16:42:549,Cycling
-3.7597,-5.4111,-11.2819,-0.9735,-4.9243,-8.4246,-1.3277,-0.2113,-3.9263,-1.0128,-0.7811,-0.474,507510,2021-05-19 18:16:43:051,Cycling
-2.6034,-1.8583,-11.385,-0.115,-2.5678,-9.4638,-0.4585,1.1483,2.5847,3.2166,-0.1941,0.0652,508008,2021-05-19 18:16:43:549,Cycling
-2.0432,-2.3276,-9.2518,-1.0674,-0.3531,-9.742,-0.8524,-1.0517,1.0295,-2.6656,-0.1038,0.2475,508507,2021-05-19 18:16:44:048,Cycling
-2.7446,-7.0104,-12.5127,-1.3501,-3.8187,-8.9312,-1.0845,-0.9702,-1.2434,0.9349,0.3011,-0.0947,509008,2021-05-19 18:16:44:549,Cycling
-1.3561,-4.9322,-8.2511,-1.3422,-4.28,-8.7207,0.0141,-0.436,-0.297,-0.2911,0.0235,-0.3384,509510,2021-05-19 18:16:45:051,Cycling
-2.0192,-6.3903,-9.8456,-2.2918,-2.5845,-9.1782,0.971,-1.3613,-1.0168,-1.0768,-0.9329,-0.5867,510008,2021-05-19 18:16:45:549,Cycling
-1.9666,-6.7232,-9.0793,-3.1087,-5.157,-7.7403,1.53,1.4703,3.1175,-0.2969,-0.4665,0.3112,510508,2021-05-19 18:16:46:049,Cycling
-3.9156,-2.9668,-6.6924,-2.8634,-1.3037,-9.2882,-0.4522,-4.8772,0.8195,-1.6165,1.0737,0.454,511007,2021-05-19 18:16:46:548,Cycling
-2.4598,-9.7684,-7.6382,-2.2236,-4.9131,-8.1907,-2.9766,2.3669,0.2969,2.603,0.2259,0.3273,511508,2021-05-19 18:16:47:049,Cycling
-5.5026,-5.368,-11.5334,-4.1859,-3.378,-8.1999,1.2374,-3.7081,-2.6897,-2.2447,-0.7278,1.0763,512008,2021-05-19 18:16:47:549,Cycling
-4.1189,-15.4448,-10.037,-2.7879,-6.7539,-6.5409,0.6786,-0.1096,-0.9609,2.9783,-0.4946,-0.4861,512507,2021-05-19 18:16:48:048,Cycling
-1.3705,0.1696,-4.3128,-1.9724,0.66,-9.5835,0.9233,-2.162,0.4858,-3.3502,0.0846,0.1909,513008,2021-05-19 18:16:48:549,Cycling
1.5479,-8.4852,-12.5533,-1.1158,-6.1117,-7.5877,-0.7436,-3.5853,-3.8197,-0.2268,-0.0397,-0.2479,513508,2021-05-19 18:16:49:049,Cycling
0.1857,0.6508,2.0722,-0.8928,-1.2353,-9.6875,-0.5236,2.7535,9.2329,3.2938,1.1641,0.2944,514007,2021-05-19 18:16:49:548,Cycling
1.634,-6.8788,-16.8912,-2.2627,-2.5085,-9.2064,3.0679,-3.8274,-4.0046,-2.0543,-0.5873,0.304,514507,2021-05-19 18:16:50:048,Cycling
-3.6401,-8.0638,-11.3563,-1.7782,-4.8338,-8.3452,-1.844,-2.4559,-5.3821,2.7319,0.2906,0.1941,515007,2021-05-19 18:16:50:548,Cycling
-0.1807,2.4942,-2.2202,-2.1453,1.9756,-9.363,1.0777,3.9901,10.7668,-0.1834,0.1929,-0.9512,515508,2021-05-19 18:16:51:049,Cycling
1.5311,-6.7759,-8.7275,-1.2363,-5.1725,-8.2393,2.8481,-2.8186,-1.136,-0.5931,0.2025,-0.0232,516013,2021-05-19 18:16:51:554,Cycling
1.2607,-12.9311,-13.0514,-1.64,-5.0681,-8.2338,0.334,2.728,1.0138,3.3213,0.0925,0.155,516507,2021-05-19 18:16:52:048,Cycling
-2.8837,3.5931,-1.7557,-1.9316,0.3589,-9.6078,0.7781,-4.761,-1.0233,-1.2313,-0.4174,-1.3278,517008,2021-05-19 18:16:52:549,Cycling
-1.7943,-5.9402,-8.8208,-1.9622,-5.3829,-7.9589,-0.221,-2.3425,-3.3423,0.8566,0.3598,-0.3251,517508,2021-05-19 18:16:53:049,Cycling
-2.4933,1.4336,-6.9272,-1.8988,1.2666,-9.5373,-0.5234,-0.2906,2.8881,-0.222,0.1455,-0.8541,518008,2021-05-19 18:16:53:549,Cycling
0.6263,-7.6113,-13.3481,-0.4633,-4.2232,-8.8386,-1.3224,0.6342,-1.1665,2.2609,0.4041,0.0913,518509,2021-05-19 18:16:54:050,Cycling
-0.9969,-6.2827,-8.4138,-0.4837,-5.5152,-8.0944,-0.9673,-1.1243,0.4076,-0.9929,0.0286,0.1263,519008,2021-05-19 18:16:54:549,Cycling
-2.3856,0.6508,-6.3909,0.034,-1.89,-9.6227,-3.0581,4.876,8.3251,3.644,1.0455,0.1651,519507,2021-05-19 18:16:55:048,Cycling
-2.6393,-4.6403,-10.5494,-1.22,0.4191,-9.7214,0.0884,-5.6989,-0.7694,-2.9872,-0.002,0.8361,520008,2021-05-19 18:16:55:549,Cycling
1.3756,-6.7711,-9.6371,-1.05,-5.7879,-7.8465,0.9493,1.357,-5.4642,-0.0061,0.3552,-0.2555,520507,2021-05-19 18:16:56:048,Cycling
-2.7736,1.8431,0.9422,-0.4517,-0.2964,-9.7918,-1.8991,4.2926,7.041,-0.1098,0.4902,-0.7306,521008,2021-05-19 18:16:56:549,Cycling
-0.4822,-9.4522,-16.0008,-0.7849,-3.5643,-9.1022,0.392,-5.6542,-3.8768,-2.9432,-0.1579,-0.6719,521508,2021-05-19 18:16:57:049,Cycling
4.0283,-3.9987,-12.0721,-0.541,-6.0124,-7.7284,-0.0099,-1.8779,-2.623,0.5875,0.3057,0.4229,522008,2021-05-19 18:16:57:549,Cycling
3.4032,-1.5709,-5.8451,-0.3562,-1.948,-9.6046,-1.4393,4.4457,7.858,3.6758,0.6228,-0.0515,522507,2021-05-19 18:16:58:048,Cycling
-0.4295,-1.7459,-7.6238,-1.7902,-1.1547,-9.5725,-1.7911,-4.2791,-2.1761,-3.2392,-0.2256,0.3204,523008,2021-05-19 18:16:58:549,Cycling
-3.7167,-6.3042,-12.2109,-1.9314,-5.2982,-8.0231,1.4584,-1.9225,-0.9012,0.2216,0.0086,-0.2712,523508,2021-05-19 18:16:59:049,Cycling
-3.4917,-9.3517,-7.401,-1.1531,-4.653,-8.5551,0.8555,1.9816,1.7174,4.1866,0.83,-0.0951,524008,2021-05-19 18:16:59:549,Cycling
-0.7026,-1.7195,-7.5879,-2.0096,1.3374,-9.5049,1.4297,-4.5189,2.1024,-1.0507,-0.2358,-0.4687,524507,2021-05-19 18:17:00:048,Cycling
-1.7058,-6.122,-18.5958,-1.1597,-5.5282,-8.0165,0.7955,0.3525,0.8565,-0.8837,-0.3124,-0.1741,525007,2021-05-19 18:17:00:548,Cycling
-0.6882,-8.0255,-13.0176,-1.4291,-3.4043,-9.0851,0.3937,-3.3065,-4.7327,2.4217,0.4473,0.0918,525507,2021-05-19 18:17:01:048,Cycling
-3.3482,1.3235,-8.0644,-0.2394,-2.0439,-9.5883,-1.8225,1.2488,0.7333,0.8882,0.2358,-0.0599,526008,2021-05-19 18:17:01:549,Cycling
-3.3553,-3.6562,-9.3643,-1.4917,-3.6191,-8.9915,0.7106,-0.3056,-0.3934,-0.4684,-0.4395,0.2054,526509,2021-05-19 18:17:02:050,Cycling
-4.0998,-1.0011,-7.4659,-5.1105,-3.1393,-7.7587,1.6675,-1.1551,-4.3111,1.3895,-0.9042,-0.7608,527007,2021-05-19 18:17:02:548,Cycling
-0.8103,-6.6607,-1.5523,-3.3484,-2.7328,-8.8028,2.9402,-3.43,-0.0594,-0.8059,0.6606,-0.8717,527507,2021-05-19 18:17:03:048,Cycling
-0.4391,-0.8958,-12.1654,-1.1527,-1.1859,-9.6662,-1.996,0.6165,-0.2929,-0.1347,-0.1358,0.7141,528008,2021-05-19 18:17:03:549,Cycling
1.785,-2.222,-7.0851,0.1882,-3.0709,-9.3115,1.2583,5.1672,7.0423,0.4762,0.5617,0.3383,528507,2021-05-19 18:17:04:048,Cycling
-2.6321,-3.0888,-12.3568,-3.0593,0.3824,-9.3094,0.1912,-3.5026,-4.035,-3.3316,-0.6145,1.0216,529008,2021-05-19 18:17:04:549,Cycling
-1.069,-5.368,-7.6167,-2.6962,-5.3439,-7.7681,1.1958,-2.599,-2.2059,-0.5736,-0.3697,-0.3731,529508,2021-05-19 18:17:05:049,Cycling
-5.2729,-0.3787,-5.5935,-1.9423,-2.2564,-9.3438,2.3795,4.8535,8.8307,2.6152,1.3362,-0.6031,530008,2021-05-19 18:17:05:549,Cycling
2.8071,-2.8998,-1.392,-2.649,0.5513,-9.426,3.0401,-5.0808,4.9179,-3.976,-0.7046,0.9676,530507,2021-05-19 18:17:06:048,Cycling
0.7125,-4.9561,-6.2997,-2.1194,-6.3131,-7.1988,2.0746,1.3326,0.1473,0.1962,-0.7324,-0.8856,531007,2021-05-19 18:17:06:548,Cycling
-5.024,-2.2077,-10.954,-1.3208,-1.4131,-9.614,-4.7986,3.0834,3.6622,3.0234,-0.1817,0.832,531508,2021-05-19 18:17:07:049,Cycling
-2.6345,-15.5788,-14.0901,-2.7174,1.4275,-9.3139,2.9653,-3.2874,1.3616,-3.6274,-0.8245,0.1119,532008,2021-05-19 18:17:07:549,Cycling
-5.2537,-5.9976,-14.7559,-1.8687,-5.2929,-8.0414,1.9045,0.0643,-2.4791,-0.83,-0.3016,-0.4326,532508,2021-05-19 18:17:08:049,Cycling
-5.613,-4.1638,-13.4701,-1.7621,-4.9417,-8.2852,-0.4194,0.9172,0.4231,3.3401,-0.4513,0.1196,533011,2021-05-19 18:17:08:552,Cycling
-1.9834,2.377,-0.3553,-2.2998,1.6251,-9.3936,1.853,-2.8127,1.753,-1.2976,0.2439,-0.2737,533507,2021-05-19 18:17:09:048,Cycling
-1.4782,-10.7429,-15.055,-1.202,-5.2786,-8.1769,0.5848,0.633,-3.1312,-0.5084,-0.2666,-0.443,534010,2021-05-19 18:17:09:551,Cycling
-3.3362,-2.9333,-8.1769,-0.8351,-4.1594,-8.8415,-3.2006,0.8575,0.1012,3.1552,0.3343,0.1617,534508,2021-05-19 18:17:10:049,Cycling
-0.9897,-3.218,-13.7264,-0.9741,-1.4093,-9.6559,-0.2535,-4.2344,-0.1431,-2.1082,-0.1289,0.0302,535007,2021-05-19 18:17:10:548,Cycling
-1.0113,-12.7609,-9.8886,-0.6062,-5.3792,-8.1772,-1.8578,0.007,0.2514,1.9443,-0.4719,0.6745,535508,2021-05-19 18:17:11:049,Cycling
-2.7326,-1.3962,-10.0633,-0.7011,-1.9424,-9.5868,-0.5688,-0.3985,-0.193,-2.9415,-0.4137,0.5024,536010,2021-05-19 18:17:11:551,Cycling
-1.3322,-4.3576,-10.2479,-1.031,-5.6766,-7.9299,0.084,-1.2379,-3.479,0.7888,-0.2469,0.1045,536508,2021-05-19 18:17:12:049,Cycling
-1.8015,-0.1131,-5.7517,-1.9973,-0.0014,-9.6011,2.0609,-4.9725,0.5148,-2.699,-0.0053,0.949,537008,2021-05-19 18:17:12:549,Cycling
-1.1408,-5.2675,-12.4286,-0.6733,-4.5,-8.6872,-1.0004,-0.6011,-0.8189,1.8897,-0.18,0.2114,537509,2021-05-19 18:17:13:050,Cycling
-3.3218,0.5596,-9.6132,-2.1647,-0.3905,-9.5568,1.8753,-2.2504,-1.9795,-2.3742,-0.625,0.8138,538008,2021-05-19 18:17:13:549,Cycling
-2.1078,-5.4302,-9.6108,-2.1364,-3.8764,-8.751,0.1083,0.8587,-0.6364,2.5863,0.0409,0.7668,538508,2021-05-19 18:17:14:049,Cycling
-0.1208,0.0906,-2.1054,-2.1887,-7.4367,-6.0063,2.515,4.5874,3.1398,-1.672,1.6166,0.3123,539009,2021-05-19 18:17:14:550,Cycling
-0.9012,0.8112,-7.2096,-3.0145,-5.4737,-7.5579,-0.2628,0.1044,-0.7271,2.2249,0.885,-0.4368,539508,2021-05-19 18:17:15:049,Cycling
0.7077,-2.7392,-4.0397,-1.566,-8.5069,-4.6207,0.9845,2.9197,-2.0342,-1.454,0.4033,-0.7345,540008,2021-05-19 18:17:15:549,Cycling
-0.8773,-0.7403,-0.2333,-1.7131,-5.7929,-7.7252,-1.2933,5.6477,6.88,0.5502,0.545,-0.8831,540507,2021-05-19 18:17:16:048,Cycling
-2.115,-3.2874,-6.9966,-1.5979,-9.1286,-3.2072,-3.219,1.5297,-4.5186,-1.0836,0.5562,0.1518,541007,2021-05-19 18:17:16:548,Cycling
-5.8714,-5.0303,-5.56,-3.9122,-3.6116,-8.2354,-0.6044,-4.9391,-3.6564,-0.4838,-0.173,-0.7095,541508,2021-05-19 18:17:17:049,Cycling
0.5542,-20.7045,-10.025,-1.7955,-9.6285,-0.4877,0.8318,-6.8291,-10.0361,3.2195,0.7504,1.5196,542009,2021-05-19 18:17:17:550,Cycling
-7.576,-14.0611,-10.3555,-3.7672,-4.5646,-7.8194,0.9435,-12.5262,-4.6556,-2.1523,-0.0904,0.514,542508,2021-05-19 18:17:18:049,Cycling
-5.3447,-18.1478,-1.5595,-1.819,-9.0286,-3.3684,6.9217,-2.1778,1.4932,2.2443,-0.1315,0.545,543013,2021-05-19 18:17:18:554,Cycling
-5.8546,-6.4238,-7.619,-2.4758,-7.1634,-6.223,-0.8165,-0.0841,-0.5968,-2.2465,-0.2747,0.9325,543509,2021-05-19 18:17:19:050,Cycling
-6.9464,-13.6038,-4.3128,-1.6828,-8.5614,-4.4768,0.3864,1.5391,0.9007,2.5095,0.8845,1.485,544008,2021-05-19 18:17:19:549,Cycling
-1.8733,-6.2611,-1.6768,-2.1882,-7.4113,-6.0377,1.919,-0.9491,1.9776,-2.4382,-0.4702,-0.3763,544507,2021-05-19 18:17:20:048,Cycling
0.4777,-1.8823,-4.8826,-1.8046,-7.9041,-5.5172,1.5933,7.5655,3.2205,2.1464,0.6394,-0.73,545007,2021-05-19 18:17:20:548,Cycling
0.3269,-6.4382,-4.8419,-1.6428,-8.2054,-5.1131,4.92,4.8138,4.0899,-2.0167,-1.1485,0.3195,545508,2021-05-19 18:17:21:049,Cycling
-2.5053,-2.9118,-4.3654,-2.4589,-5.8768,-7.4557,0.702,3.8613,4.7069,2.4063,1.3813,-0.9476,546011,2021-05-19 18:17:21:552,Cycling
-0.7887,-5.7488,-4.5664,-2.3735,-9.1288,-2.6837,1.4191,2.1468,-2.7802,-1.417,-0.1707,0.1967,546508,2021-05-19 18:17:22:049,Cycling
0.9637,-4.2739,-0.5683,-2.3646,-6.6855,-6.7737,2.0486,3.9588,3.2624,1.5702,0.9798,-0.6678,547008,2021-05-19 18:17:22:549,Cycling
-3.6808,-4.8078,-5.1939,-1.6544,-9.5471,-1.5118,-0.9069,0.7695,-6.1387,2.0633,0.5423,0.0029,547508,2021-05-19 18:17:23:049,Cycling
2.2229,-4.4222,-1.8637,-3.7898,-4.678,-7.7411,2.3363,1.0713,4.5626,0.2643,0.3708,-0.0925,548008,2021-05-19 18:17:23:549,Cycling
-2.9219,-6.3664,-5.5122,-2.2605,-9.3109,-2.0898,2.4413,-7.8489,-8.9503,0.3143,0.3952,-0.3057,548507,2021-05-19 18:17:24:048,Cycling
-4.8012,-9.335,-10.8679,-3.9691,-4.7001,-7.6372,0.2254,-11.7731,-2.4322,-1.6087,-1.1623,-0.4554,549008,2021-05-19 18:17:24:549,Cycling
-14.4733,-20.8077,-2.8905,-2.1051,-8.9385,-3.4413,0.2925,1.1023,2.9241,2.3699,0.9083,0.0008,549508,2021-05-19 18:17:25:049,Cycling
-2.1867,-11.4132,-7.7267,-3.5264,-5.6681,-7.1838,0.5879,-6.3404,0.0727,-2.8543,-0.4641,0.8512,550007,2021-05-19 18:17:25:548,Cycling
-7.8132,-12.6317,-5.747,-2.6989,-8.575,-3.9185,-0.3282,2.9646,-0.204,1.2806,0.142,-0.281,550508,2021-05-19 18:17:26:049,Cycling
-4.8514,-8.8131,-6.2877,-2.0775,-7.5076,-5.9574,-1.945,-1.4875,2.8218,-2.8655,-0.5244,0.1953,551008,2021-05-19 18:17:26:549,Cycling
0.8417,-2.8639,-3.8746,-2.6553,-6.9867,-6.3487,4.064,4.6199,1.1865,1.7967,0.5788,-1.3429,551508,2021-05-19 18:17:27:049,Cycling
-4.0041,-6.8883,-2.1461,-1.8226,-9.1773,-2.9371,-2.5023,2.7349,-1.1356,-0.097,-0.0034,-0.2564,552008,2021-05-19 18:17:27:549,Cycling
-1.9116,2.578,-2.0169,-4.2991,-4.7932,-7.3968,-3.7723,-2.9223,-0.1692,-2.2566,-0.4583,-0.0916,552513,2021-05-19 18:17:28:054,Cycling
-7.8538,-18.9688,-7.5927,-1.7912,-9.582,-1.0712,-2.4481,-6.2536,-7.4777,2.5608,-0.6353,-0.2931,553008,2021-05-19 18:17:28:549,Cycling
-5.4188,-12.2821,-7.1378,-3.5668,-6.509,-6.4095,-2.9062,-6.455,-0.9112,-2.8444,-1.1246,0.5594,553509,2021-05-19 18:17:29:050,Cycling
2.1799,-8.5259,-3.597,-1.9928,-8.2902,-4.8447,-1.3015,0.6779,-0.3915,1.0862,0.335,0.1197,554008,2021-05-19 18:17:29:549,Cycling
-0.1591,-9.3135,-4.2171,-2.1685,-8.8464,-3.6346,1.48,1.3367,-0.5139,-2.0801,-0.6443,-1.1618,554508,2021-05-19 18:17:30:049,Cycling
-1.7967,-3.0458,-1.9834,-3.0161,-6.5826,-6.6138,0.612,4.7997,4.2404,1.2202,0.7407,0.343,555008,2021-05-19 18:17:30:549,Cycling
1.7994,-18.2124,-8.1123,-2.7003,-9.3501,-1.2056,1.8053,-10.8386,-4.8582,2.1216,0.1799,-0.1309,555507,2021-05-19 18:17:31:048,Cycling
-4.4662,-10.4459,-5.6581,-3.2526,-6.5417,-6.5419,2.2547,-4.8048,1.5576,-2.486,-1.3239,0.3587,556009,2021-05-19 18:17:31:550,Cycling
-0.3218,-6.2994,-3.4436,-1.8086,-8.2695,-4.9512,-0.3549,1.0843,0.5066,0.8208,1.1774,-0.3796,556508,2021-05-19 18:17:32:049,Cycling
-1.5715,-7.7381,-0.5037,-2.2848,-8.9154,-3.3862,2.1496,1.6949,-3.3629,-1.5755,-0.9758,-0.1355,557008,2021-05-19 18:17:32:549,Cycling
-2.546,-2.0737,-2.9674,-3.8461,-4.8431,-7.6107,2,5.8075,4.3805,1.5393,0.8069,-1.0282,557508,2021-05-19 18:17:33:049,Cycling
-1.9187,-16.3427,-7.1306,-2.1474,-9.3718,-1.9308,-0.2816,-6.1491,-6.031,2.0689,0.0628,0.095,558008,2021-05-19 18:17:33:549,Cycling
-3.5276,-10.0077,-12.0099,-4.0071,-4.9811,-7.4365,0.1823,-4.7436,-1.5924,-2.6535,-0.7011,0.8923,558507,2021-05-19 18:17:34:048,Cycling
-3.8243,-7.8003,-4.7964,-2.1244,-7.4818,-5.9733,-0.4176,4.7856,1.048,0.872,0.3633,-0.5212,559007,2021-05-19 18:17:34:548,Cycling
1.3421,-5.1431,-1.7677,-2.3571,-9.2867,-2.091,-1.9548,0.8303,-3.5198,-1.683,0.6304,0.6318,559508,2021-05-19 18:17:35:049,Cycling
-2.9602,-0.5079,-5.1553,-4.67,-3.5609,-7.8538,-1.2411,-1.1186,1.1543,-2.2464,-0.6012,0.2303,560011,2021-05-19 18:17:35:552,Cycling
-4.0304,-12.4307,-4.4324,-2.6907,-8.4694,-4.1473,-0.3493,-0.5642,0.2457,0.73,0.4345,-0.0615,560507,2021-05-19 18:17:36:048,Cycling
-0.8318,-6.8859,-3.6018,-3.004,-9.0086,-2.4476,2.5994,1.2328,0.4658,-1.6056,-0.3816,0.1019,561009,2021-05-19 18:17:36:550,Cycling
-5.668,-3.4839,-2.613,-5.1664,-3.2804,-7.6627,1.6743,-0.8873,0.3348,1.2364,0.7156,-0.7871,561507,2021-05-19 18:17:37:048,Cycling
2.144,-7.6735,-1.2075,-2.3167,-6.7678,-6.7082,-0.9393,-3.491,-4.0282,-0.3912,-0.9128,-0.5722,562007,2021-05-19 18:17:37:548,Cycling
-6.1083,-2.4066,-10.681,-4.3333,-2.5357,-8.424,2.7677,-1.348,0.6364,-1.9074,-0.7168,0.3729,562509,2021-05-19 18:17:38:050,Cycling
-3.8578,-0.5031,-9.6108,-4.1055,0.7842,-8.8713,0.5497,-0.5788,0.6464,1.1637,1.0375,-0.9709,563013,2021-05-19 18:17:38:554,Cycling
